Tiempo_s,Distancia_cm,Angulo_deg
4.8032248,17.32,-55.88
4.8035449,15.07,-57.11
4.8039744,16.36,-56.32
4.8049162,15.63,-55.97
4.8149076,15.95,-56.63
4.8154884,15.71,-56.01
4.8222309,17.68,-56.41
4.8318825,14.31,-55.97
4.8322718,14.87,-56.01
4.8550183,15.43,-55.97
4.8677112,10,-53.77
4.8681347,15.07,-55.88
4.8684711,14.65,-56.01
4.8687638,9.19,-55.83
4.869099,14.92,-55.35
4.8693666,17.12,-54.69
4.8732817,14.7,-54.56
4.8746382,15.67,-55.44
4.8803345,16.97,-55.97
4.8876529,14.11,-55.75
4.903714,14.85,-55.61
4.9041032,14.12,-55.66
4.9043776,15.57,-55.57
4.9251905,15.23,-55.26
4.9399722,14.68,-55.26
4.9403126,15.04,-55.09
4.9405852,13.68,-55.13
4.9408551,16.3,-55.53
4.9411845,14.24,-54.87
4.9414519,14.57,-55.66
4.942715,14.01,-54.82
4.9452332,13.2,-54.69
4.9610121,14.4,-55.13
4.9614158,13.36,-55.31
4.9616932,13.96,-55.35
4.9706519,14.88,-54.78
4.9710088,14.34,-55.09
4.9937568,15.69,-54.82
5.0072529,8.77,-53.64
5.0079103,9.51,-52.49
5.0082522,15.31,-54.16
5.0086672,13.39,-54.34
5.008966,16.18,-53.5
5.0127151,13.76,-53.15
5.0132054,14.98,-52.85
5.0150921,14.4,-52.67
5.0201066,13.86,-51.88
5.0264423,15.95,-52.05
5.0336135,14.45,-51.61
5.0349258,13.96,-52.1
5.0546119,13.96,-51.75
5.0553021,13.51,-51.92
5.0558596,17.27,-51.48
5.078245,14.31,-51.79
5.078951,13.89,-51.44
5.0794311,15.27,-51.75
5.0801114,15.31,-51.61
5.0807202,14.07,-51.75
5.0924651,14.04,-51.88
5.0930488,14.87,-51.75
5.0934566,15.69,-51.66
5.0960513,16.43,-51.83
5.1001669,15.95,-51.53
5.1158763,14.4,-51.75
5.1162839,17.55,-49.72
5.1165959,13.84,-52.32
5.1327302,16.3,-52.05
5.1475322,10.22,-49.68
5.1479733,15.51,-51.61
5.1483575,14.7,-51.79
5.148651,16.3,-52.01
5.1519898,14.87,-51.83
5.1524403,17,-51.44
5.1555313,16.52,-51.79
5.1727272,14.88,-51.35
5.173267,17.45,-51.61
5.1736232,15.23,-52.19
5.1881553,17.12,-51.26
5.1885686,16.3,-51.53
5.1888602,16.23,-51.83
5.203992,16.62,-51.48
5.2196529,18.39,-51.57
5.2201938,15.82,-51.79
5.2206501,17.34,-52.27
5.2209415,17.52,-52.36
5.2212657,17.84,-51.83
5.2215414,16.78,-52.27
5.225759,16.73,-51.7
5.2347838,17.05,-52.36
5.2418414,16.23,-52.45
5.2425639,17.45,-52.49
5.2575979,18.2,-52.19
5.2580002,15.99,-49.94
5.2583105,18.25,-50.3
5.2657583,19.29,-52.76
5.2661889,11.15,-50.47
5.2819989,10.75,-52.58
5.3002019,17.87,-51.97
5.3008449,18.92,-52.67
5.3013901,19.2,-53.15
5.3018396,17.05,-52.36
5.307018,19.58,-51.83
5.3075426,16.34,-53.15
5.307882,22.05,-52.58
5.3229227,18.06,-52.41
5.3236726,18.6,-52.58
5.3241531,19.17,-52.67
5.3318623,16.69,-52.41
5.3322822,17.73,-52.36
5.338571,20.81,-53.06
5.3541992,21.53,-52.85
5.3703245,19.97,-52.67
5.3708552,18.28,-53.37
5.3712975,20.92,-53.15
5.3716425,17.45,-52.45
5.3719534,21.3,-53.15
5.3722436,17.76,-53.15
5.3760314,18.83,-53.55
5.3904057,19.26,-52.93
5.390928,19.42,-52.58
5.39129,19.87,-52.85
5.4062881,11.69,-51.09
5.4068204,16.88,-53.11
5.4071614,19.67,-53.06
5.4249116,10.32,-53.46
5.4382419,18.6,-53.77
5.4387167,18.95,-53.99
5.4390091,17.6,-53.55
5.4393591,22.26,-52.85
5.4427908,19.07,-53.28
5.4431403,19.42,-53.59
5.446385,19.77,-53.46
5.449762,22.26,-53.46
5.457219,17.47,-53.99
5.4743241,20.32,-53.28
5.4749556,21.45,-53.64
5.475246,21.26,-53.46
5.4933052,21.85,-53.2
5.5093744,19.32,-54.47
5.5097532,20.89,-54.52
5.5100808,23.45,-54.56
5.5105815,17.07,-55.26
5.5109937,18.17,-56.1
5.511396,19.55,-55.83
5.5117981,21.15,-56.01
5.5281523,22.51,-55.92
5.5286789,22.64,-56.36
5.5289659,18.98,-56.19
5.5402185,22.86,-56.63
5.5405821,10.92,-55.22
5.5408544,12.02,-54.38
5.5634534,19.2,-57.42
5.5764006,18.34,-56.8
5.5769459,20.89,-57.37
5.577357,19.71,-57.37
5.5778004,19.04,-57.33
5.5781004,21,-57.68
5.578395,17.89,-57.37
5.5817808,18.98,-56.98
5.5889965,17.02,-57.46
5.5956894,17.71,-57.68
5.5961413,17.92,-57.33
5.6006863,19.35,-56.93
5.6168144,19.2,-57.37
5.6171962,18.39,-57.86
5.6174661,16.71,-57.37
5.6326612,17.5,-57.15
5.6501911,16.9,-57.46
5.6507593,19.14,-57.5
5.6511208,17.98,-57.55
5.6513986,16.73,-57.46
5.6517232,19.17,-57.42
5.6545844,21,-57.68
5.655979,18.98,-57.86
5.6698299,18.03,-57.37
5.6702705,17.73,-55.57
5.6705534,18.74,-57.42
5.6791227,18.06,-57.59
5.7033167,11.31,-55.57
5.7188324,11.15,-56.67
5.7194968,19.17,-57.55
5.7198565,17.37,-56.8
5.7203079,20.49,-57.42
5.720669,18.39,-56.45
5.720967,17.68,-57.37
5.7212495,17.42,-57.24
5.7215244,17.09,-57.37
5.7254619,19.58,-57.33
5.7345026,18.8,-57.15
5.7392105,17.12,-56.89
5.7485782,16.78,-56.58
5.7489899,17.52,-57.06
5.7551738,16.52,-56.36
5.7555185,17.87,-57.2
5.7705358,17.84,-56.8
5.7887387,18.57,-56.54
5.7892079,16.32,-56.1
5.7896672,15.95,-56.1
5.7901184,16.76,-56.54
5.7904217,17.87,-57.64
5.7907814,18.8,-56.41
5.7953995,17.42,-57.33
5.8115131,17.07,-56.14
5.8122213,17.95,-54.82
5.8125947,16.43,-54.78
5.8185213,15.61,-55.75
5.8203759,14.96,-56.8
5.8363328,10.87,-55.97
5.8369421,16.18,-56.36
5.8497436,16.52,-56.27
5.850306,16.92,-56.63
5.8506166,15.27,-55.48
5.8564673,15.99,-56.58
5.8568511,17.09,-56.41
5.8663778,19.2,-55.75
5.8667874,14.77,-56.14
5.8739493,15.19,-56.19
5.8803566,15.95,-55.92
5.8807385,14.48,-56.36
5.9035746,16.59,-56.19
5.9193631,15.09,-55.97
5.9197439,15.82,-55.31
5.9200339,16.05,-55.83
5.9203573,14.74,-55.26
5.9206225,16.88,-55.97
5.9208825,16.34,-55.39
5.9216513,15.8,-56.05
5.9258653,16.59,-55.09
5.9302833,15.47,-54.74
5.9382091,14.98,-54.87
5.9543962,16.64,-55.26
5.955008,15.11,-56.45
5.9552836,10.53,-53.59
5.9736767,10.14,-53.37
5.9873598,13.84,-55.39
5.9878588,8.95,-55.39
5.9882717,14.83,-54.95
5.988716,15.95,-55.48
5.9890122,14.85,-55.26
5.989288,14.17,-55.09
5.9915681,16.05,-55.04
5.994742,14.38,-53.59
6.0053459,15.88,-53.46
6.0058205,14.45,-53.59
6.0247396,15.43,-52.85
6.0251448,16.43,-53.06
6.0254256,15.9,-52.54
6.0257019,17.05,-52.85
6.0408729,16.5,-52.41
6.056948,13.56,-52.01
6.0573336,14.31,-52.1
6.0578395,14.22,-52.45
6.0581185,16.66,-52.01
6.0583842,14.79,-51.97
6.0733018,15.61,-51.79
6.0737484,16.25,-51.92
6.0740565,16.64,-51
6.0890721,16.64,-51.44
6.0894688,15.19,-51.26
6.0897759,16.03,-51.66
6.1119355,14.98,-51.17
6.1242859,10.09,-50.34
6.1247291,15.97,-51.75
6.1250338,15.53,-50.74
6.1253574,16.3,-51.75
6.1256966,15.86,-51.44
6.1259682,15.55,-51.75
6.1302727,17.95,-52.05
6.130618,17.68,-51.75
6.1372559,15.63,-52.36
6.1441916,16.16,-52.1
6.148061,17.05,-52.01
6.163022,15.8,-51.75
6.1634348,16.05,-52.19
6.1637269,18.11,-52.63
6.1790516,16.39,-52.45
6.1948463,16.85,-51.75
6.1952625,16.95,-51.88
6.1956122,15.67,-52.71
6.1958889,17,-51.79
6.1961569,19.23,-52.14
6.198279,16.3,-52.36
6.2139028,17.87,-52.19
6.2144068,16.3,-52.54
6.214702,17.68,-52.49
6.2166513,16.45,-52.14
6.2205311,18.31,-52.67
6.2277997,18.08,-51.04
6.2509626,16.95,-52.45
6.2637278,10.37,-50.34
6.2641802,10.55,-52.01
6.2645417,17.87,-53.02
6.2648961,16.88,-52.19
6.2652518,19.1,-51.88
6.2655404,18.28,-53.2
6.2692626,17.79,-52.8
6.2702983,18.2,-52.54
6.2762933,16.95,-52.45
6.2834908,18.77,-52.93
6.2901219,19.07,-53.15
6.2905167,18.45,-52.58
6.296954,18.34,-53.55
6.3203339,19.23,-53.15
6.3360132,19.77,-52.76
6.336381,18.74,-53.15
6.3366504,19.71,-52.63
6.3369204,19.71,-53.55
6.3372882,18.48,-53.15
6.33759,18.8,-53.15
6.3386399,17.4,-53.99
6.3402889,18.8,-52.98
6.3550605,19.26,-53.15
6.3554711,19.42,-53.81
6.3557656,20.32,-53.86
6.3667532,21.15,-53.86
6.3671379,20.25,-51.75
6.3876436,18.39,-52.89
6.40018,19.58,-53.15
6.4008784,10.76,-53.42
6.401444,19.77,-52.71
6.4018247,19.29,-53.59
6.4021072,22.73,-53.24
6.4149178,18.57,-53.55
6.4153263,17.87,-53.24
6.4156003,18.36,-53.46
6.4159002,19.17,-53.37
6.4198499,17.92,-53.2
6.4357627,21.07,-53.15
6.4363259,18.45,-53.2
6.4366741,20.71,-53.28
6.4514634,20.71,-54.08
6.4672049,17.71,-53.15
6.4676027,18.92,-53.06
6.4679422,23.54,-54.16
6.4682149,20.89,-53.37
6.4720452,20.89,-53.55
6.4726301,19.77,-53.42
6.4779696,20.42,-53.94
6.4862204,21.77,-53.46
6.4867326,19.17,-54.78
6.5020376,18.77,-54.78
6.5024878,18.86,-54.38
6.502765,21.42,-55.17
6.5197742,11.96,-53.37
6.5334572,12.02,-54.25
6.5338811,17.63,-56.01
6.5342905,11.22,-56.76
6.5346199,21.22,-56.63
6.5400882,20.18,-56.85
6.5404668,20.39,-57.37
6.5407466,20.35,-57.68
6.5533228,19.1,-57.55
6.5539696,22.09,-57.37
6.5609901,21.22,-57.33
6.5613918,18.11,-57.81
6.5679702,17.29,-57.86
6.5914163,18.48,-58.12
6.6071344,18.25,-57.46
6.6075024,17.87,-57.81
6.6077756,17.4,-57.42
6.6080403,21.45,-57.68
6.6083601,18.14,-57.33
6.6088922,19.64,-57.06
6.6095259,20.78,-58.08
6.6101042,19.42,-57.77
6.6153952,20.89,-57.99
6.6267247,17.89,-57.77
6.6271745,22.05,-57.28
6.6457024,17.58,-56.71
6.6460899,21.42,-57.46
6.6463718,19.04,-57.33
6.6466403,18.71,-57.5
6.6612351,10.67,-55.44
6.6742873,19.64,-57.11
6.6746679,19.91,-57.5
6.6750432,18.95,-57.37
6.6814177,19.29,-56.89
6.682015,17.19,-56.49
6.6825041,20.14,-56.58
6.6859609,17.87,-57.15
6.6931112,20.21,-56.89
6.6956882,17.37,-57.28
6.712567,18.22,-57.42
6.7134487,19.77,-57.06
6.7141527,20.56,-57.06
6.7273209,17.17,-57.37
6.7428598,18.45,-56.58
6.7432846,16.59,-56.63
6.7436507,18.31,-56.58
6.7440211,17.05,-56.89
6.7445564,20.49,-56.89
6.7466965,17.79,-56.36
6.7620077,16.05,-56.54
6.7624602,18.8,-57.06
6.7627704,16.78,-56.98
6.7694143,18.31,-56.63
6.77631,16.55,-56.71
6.7768881,18.28,-56.76
6.7915423,16.43,-55.97
6.8038201,18.34,-57.55
6.8042934,10.83,-54.56
6.80473,10.31,-56.8
6.8050174,16.73,-56.71
6.8109397,19.23,-57.28
6.811289,20.32,-56.71
6.8181941,18.39,-56.54
6.8240358,17.05,-56.14
6.8275437,15.97,-56.36
6.842899,16.85,-58.03
6.8432733,16.27,-56.71
6.8435429,18.28,-57.06
6.8620025,16.01,-56.05
6.8768732,16.78,-57.33
6.8772877,16.78,-58.21
6.8775944,15.8,-55.97
6.8779335,16.76,-56.63
6.8781992,16.76,-56.27
6.8803415,15.25,-56.93
6.8807691,16.8,-56.76
6.8945223,15.57,-56.01
6.894944,15.17,-56.19
6.8966893,18.36,-56.1
6.9084183,14.94,-56.14
6.9089722,15.05,-55.97
6.9313007,14.4,-55.97
6.9430486,17.47,-56.49
6.943451,14.88,-54.3
6.9438524,14.72,-55.97
6.944204,17.17,-55.97
6.944554,10.28,-56.19
6.9448238,15.61,-56.23
6.949603,14.56,-55.92
6.9499006,16.36,-56.67
6.9570607,16.8,-56.36
6.9637497,15.19,-55.31
6.9660801,15.09,-55.97
6.9840597,14.96,-54.65
6.9846267,15.27,-55.13
6.9850731,16.5,-54.82
7.000656,16.01,-54.74
7.0166342,15.23,-54.43
7.0170256,15.92,-54.47
7.0173207,15.43,-54.16
7.0176512,16.25,-53.2
7.0179195,13.86,-53.15
7.0191879,15.67,-53.11
7.020319,16.18,-51.83
7.0351307,15.02,-52.41
7.0357463,14.98,-52.14
7.0361903,15.09,-51.7
7.047288,14.85,-51.61
7.0476796,16.73,-51.57
7.0702513,16.97,-50.91
7.0823681,15.9,-50.95
7.0828126,17.34,-49.42
7.0831272,10.73,-50.03
7.0834076,15.71,-51.17
7.0837647,17.09,-50.21
7.084049,15.57,-50.47
7.0888231,17.22,-50.78
7.0897013,15.95,-50.6
7.0954113,15.61,-51.61
7.1026131,15.9,-50.78
7.1192633,14.94,-50.82
7.1196598,16.59,-51.48
7.1199332,16.05,-50.47
7.140069,16.55,-50.34
7.1549163,19.07,-50.74
7.1552746,17.73,-50.78
7.1555625,17.76,-51.57
7.1558351,16.92,-51.7
7.1561625,17.29,-50.25
7.1564328,17.79,-50.91
7.1580244,18,-51.61
7.1743887,17.27,-51
7.1749056,19.23,-51.88
7.1751979,18,-52.19
7.1863256,17.42,-51.75
7.1867961,17.47,-51.88
7.1873065,16.21,-51.79
7.2095816,18.98,-51.97
7.2221006,20.63,-52.19
7.2225788,17.98,-52.89
7.2228761,10.85,-50.38
7.223148,11.08,-51.53
7.2234838,17.79,-52.45
7.2237499,18.28,-51.97
7.2274089,21.3,-52.19
7.2346369,20.21,-52.01
7.2449969,19.84,-52.23
7.2461503,18.98,-52.76
7.2578983,17.45,-52.36
7.2584562,19.2,-52.76
7.2588379,20.74,-53.37
7.274728,18.57,-52.54
7.2968302,19.26,-53.15
7.2973872,19.71,-54.47
7.297774,16.36,-53.15
7.2980588,19.26,-53.77
7.2984123,17.05,-53.55
7.2988222,18.45,-53.06
7.2991743,18.95,-53.02
7.3151021,19.07,-53.55
7.3155464,18.77,-53.2
7.3158368,18.92,-53.11
7.3161138,18.77,-53.42
7.3322974,18.22,-53.86
7.3333074,18.71,-52.85
7.3339024,18.6,-53.37
7.3482958,18.77,-50.91
7.3613815,19.45,-53.72
7.3618162,20.39,-53.24
7.362196,11.71,-53.59
7.3625128,21.07,-53.72
7.3685665,21.49,-53.2
7.3689352,18.92,-53.81
7.3733463,20.01,-53.37
7.3804382,22.51,-53.06
7.3809032,19.04,-53.59
7.3981334,21.45,-53.28
7.3986557,18.62,-53.94
7.3989464,19.45,-55.26
7.4099098,19.58,-53.59
7.425944,17.52,-53.86
7.4263032,18.77,-53.77
7.4266606,19.77,-54.08
7.4289919,19.87,-53.94
7.4293396,18.86,-53.68
7.430595,19.74,-53.28
7.4462256,22.77,-53.94
7.4469072,19.17,-54.16
7.447442,19.17,-53.64
7.4614728,18.74,-53.86
7.462232,18.74,-53.59
7.4626558,21.19,-53.15
7.4803097,19.67,-53.2
7.4940333,21.45,-53.59
7.4944374,21.49,-52.19
7.4948139,11.71,-52.36
7.4952141,20.63,-54.56
7.4985277,11.57,-54.47
7.4988906,23.54,-54.82
7.5006735,20.96,-55.66
7.5052745,21.07,-55.39
7.51262,22.22,-56.27
7.5296971,18.74,-56.19
7.5301711,19.17,-56.93
7.5305113,20.89,-56.58
7.5495268,20.89,-57.81
7.5657006,22.26,-57.94
7.5661641,19.42,-58.08
7.5664849,19.42,-58.21
7.5668557,19.74,-58.47
7.5671325,17.73,-58.3
7.567443,22.86,-58.25
7.5677351,23.4,-58.65
7.5708008,17.84,-58.91
7.5820445,19.84,-59.22
7.5824802,19.55,-59.31
7.5872299,20.78,-59.53
7.6023797,21.77,-58.87
7.6027792,21.07,-58.38
7.6030594,20.49,-58.47
7.6184572,18.77,-58.38
7.6306408,22.01,-59.17
7.6310394,18,-58.08
7.6314075,10.52,-56.67
7.6317025,18.71,-58.16
7.6319869,18.83,-58.16
7.6371035,23.4,-58.16
7.6444514,19.94,-57.9
7.6506064,21.81,-58.47
7.6511756,22.95,-57.68
7.6652106,21.22,-57.81
7.6656102,19.67,-57.68
7.6658858,20.89,-57.46
7.6822829,21.11,-57.42
7.6976747,18.57,-56.71
7.6981199,18.6,-56.67
7.6984847,22.14,-56.54
7.6987645,18.25,-56.98
7.6997092,19.77,-56.45
7.6999932,17.12,-56.01
7.7171304,21.11,-56.23
7.7178032,18.68,-56.71
7.7182,16.97,-56.45
7.7205105,17.05,-55.88
7.7368547,19.29,-56.05
7.7373134,18.45,-57.28
7.7375871,19.97,-55.97
7.7540358,16.52,-56.45
7.7666332,20.78,-56.41
7.7670336,21.38,-55.13
7.7673954,20.89,-56.27
7.7676792,11.68,-54.47
7.768005,11.6,-56.63
7.7734018,16.95,-55.57
7.7761482,16.71,-56.67
7.7832347,17.17,-56.19
7.7880905,17.17,-56.58
7.8037906,18,-56.58
7.8043526,18.6,-56.54
7.8046789,17.29,-56.01
7.8195754,19.58,-56.1
7.8355569,18.68,-56.54
7.8360099,16.97,-56.54
7.8363837,21,-56.36
7.8366709,15.99,-57.15
7.8369369,17.42,-55.88
7.8371985,19.55,-56.19
7.8536282,18.8,-56.58
7.854017,19.77,-57.37
7.8542946,17.5,-55.83
7.8594776,18.45,-55.97
7.859774,15.92,-56.14
7.8826042,17.07,-55.97
7.8829402,16.92,-57.37
7.8832101,17.05,-56.49
7.8834759,17.22,-56.1
7.8985824,16.43,-55.97
7.9110405,17.79,-54.56
7.9114492,18.17,-56.36
7.9118353,16.3,-55.75
7.912155,10.53,-55.92
7.9124315,15.65,-56.05
7.9151106,15.95,-55.97
7.9215465,18.45,-55.97
7.9289838,18.92,-55.92
7.9521948,15.47,-55.61
7.952558,17.27,-56.23
7.9528489,16.76,-55.66
7.9531237,16.9,-55.31
7.9533895,17,-55.66
7.9680172,16.64,-56.01
7.9830215,14.63,-55.97
7.9834716,17.71,-55.53
7.9838178,16.34,-56.05
7.9841292,16.95,-55.39
7.9844418,15.35,-55.44
7.986457,16.25,-54.6
8.0024083,17.6,-54.56
8.0030353,16.18,-54.08
8.0033678,18.48,-53.9
8.0128544,14.77,-54.08
8.0133412,14.85,-52.98
8.0298203,17.19,-52.85
8.0301853,16.3,-53.02
8.0304561,15.09,-52.58
8.0307196,17.02,-50.03
8.0352524,9.9,-49.81
8.0493391,16.34,-51.75
8.0542802,10.09,-50.91
8.0546678,15.71,-50.65
8.0565333,16.9,-50.25
8.0607828,17.45,-50.56
8.0681741,18.06,-50.21
8.0709194,16.97,-50.25
8.0820338,16.92,-49.68
8.0824394,18.77,-50.74
8.1049976,18.25,-49.81
8.1201866,17.22,-50.3
8.1205481,16.27,-50.16
8.1208269,17.87,-50.47
8.1210994,16.36,-50.74
8.1214396,17.42,-50.34
8.1217093,16.64,-50.34
8.1233301,18.8,-49.68
8.1400446,17.45,-50.03
8.1407008,16.18,-50.34
8.1410473,16.55,-50.82
8.1413279,19.35,-50.38
8.1514749,17.87,-50.38
8.151863,19.64,-50.69
8.1746036,18.03,-51.17
8.1869193,17.89,-50.6
8.187304,20.96,-51.31
8.1875944,18.17,-51.75
8.1879575,10.21,-49.81
8.1882443,19.67,-51.7
8.1885077,16.92,-51.83
8.1930536,17.47,-51.13
8.1999724,20.46,-51.79
8.2005439,19.39,-52.14
8.2069156,17.14,-52.01
8.2111786,19.74,-51.7
8.2206332,17.19,-52.36
8.2210136,19.94,-51.83
8.2438858,18,-52.23
8.2585178,16.64,-53.06
8.2589756,17.73,-52.54
8.2592804,17.09,-52.45
8.2596156,17.68,-53.55
8.2598866,18.51,-53.2
8.2601655,18.25,-52.93
8.2621149,21.61,-52.19
8.2665397,18.98,-53.15
8.2764424,17.73,-53.86
8.2768688,19.32,-53.59
8.2821919,19.04,-53.33
8.2902733,19.42,-53.15
8.290737,19.94,-53.15
8.2966834,21.34,-53.15
8.3122636,19.84,-53.86
8.3254424,17.63,-52.14
8.3259362,22.69,-53.9
8.326362,11.68,-51.66
8.3266571,11.54,-51.31
8.3320227,20.96,-53.55
8.3324322,18.77,-53.81
8.338644,23.49,-54.3
8.3452209,18.39,-53.37
8.3458087,18.34,-53.15
8.3497003,18.03,-53.94
8.3599699,17.81,-53.46
8.3827005,20.39,-53.33
8.3982357,18.34,-54.12
8.3986525,20.53,-53.24
8.3989764,20.81,-53.55
8.3992459,18.98,-53.15
8.3997445,19.71,-53.33
8.400179,17.92,-53.59
8.4006006,20.42,-53.81
8.4010001,19.55,-53.37
8.4183286,21.38,-53.64
8.418807,19.87,-53.15
8.4191049,19.67,-53.9
8.4291909,24.57,-54.08
8.4295665,19.64,-53.24
8.452076,18.14,-54.08
8.4663216,20.04,-53.33
8.4667316,21,-53.11
8.4670331,20.89,-51.88
8.4673063,21.85,-53.55
8.467637,25.03,-53.81
8.4679051,11.62,-53.24
8.4707701,12.69,-53.64
8.4712195,20.39,-54.43
8.4875305,20.39,-54.43
8.4883916,22.26,-54.56
8.488976,21.73,-54.56
8.4985955,19.81,-54.43
8.4990153,20.81,-55.31
8.5182391,22.73,-55.7
8.5347756,20.96,-56.05
8.5351786,22.69,-56.93
8.5354786,23.08,-56.67
8.5358415,21.89,-56.89
8.5361404,25.14,-57.5
8.5364214,20.89,-58.08
8.5383684,19.74,-58.21
8.5557203,19.1,-58.87
8.5561853,22.43,-59.09
8.5564763,19.55,-59.48
8.5567533,22.51,-58.78
8.5713885,19.51,-59.53
8.5718668,19.77,-58.78
8.572173,23.22,-59.39
8.5910636,18.45,-59.92
8.6046549,18.77,-59.39
8.605172,21.3,-57.77
8.6055196,10.67,-57.46
8.6058809,19.14,-59.7
8.6097396,19.74,-58.78
8.6100926,14.98,-59.26
8.6103653,17.84,-58.82
8.6164239,17.89,-58.91
8.6234746,18.25,-59.26
8.6248312,21.65,-59
8.6377636,18.11,-58.56
8.6383711,18.77,-58.08
8.6459852,20.71,-58.65
8.6462788,19.07,-58.21
8.6503103,20.92,-58.56
8.667649,21.3,-57.99
8.6823024,17.79,-58.34
8.6827368,22.77,-57.86
8.6830916,21.19,-57.77
8.6833629,18.57,-57.37
8.685795,19.77,-57.5
8.686068,20.89,-57.77
8.7026512,21.22,-56.8
8.7030555,18.8,-56.85
8.7033427,19.67,-56.54
8.7138669,19.1,-56.58
8.7142486,18.68,-55.88
8.7374299,21.42,-56.41
8.7508036,17.6,-57.06
8.7512001,21.53,-55.97
8.751685,11.76,-53.64
8.7523495,11.65,-54.08
8.7528908,17.6,-55.22
8.7531811,17.34,-55.57
8.7553068,17.27,-55.31
8.755589,19.23,-55.7
8.7626539,19.74,-55.66
8.7693461,20.25,-55.79
8.7713842,17.34,-55.97
8.7864897,19.64,-56.85
8.7869805,18.86,-56.05
8.7873417,17.27,-55.83
8.8063104,19.35,-56.19
8.8211933,17.87,-55.57
8.821546,21.07,-55.88
8.8218343,18.8,-55.92
8.8221662,20.56,-56.14
8.8224463,18.17,-55.39
8.8247541,19.07,-56.27
8.8251109,18.98,-55.92
8.8409939,17.81,-56.05
8.8414489,17.47,-55.79
8.8417688,19.55,-55.83
8.8561243,17,-55.83
8.8565047,17.27,-55.57
8.8567743,16.9,-55.88
8.875972,18.03,-54.56
8.888656,18.45,-55.53
8.8891726,15.59,-55.75
8.8894774,10.97,-53.59
8.8898188,18.14,-55.97
8.8900938,19.74,-56.19
8.8942331,16.8,-55.79
8.895562,18.62,-55.66
8.9012257,16.9,-56.36
8.9162459,16.88,-55.35
8.9166387,17.14,-55.7
8.9169113,15.88,-55.53
8.9219103,17.92,-55.44
8.9458054,18.95,-55.31
8.9602948,18.36,-56.05
8.960693,16.73,-55.39
8.9609949,17.19,-55.92
8.9612641,16.95,-55.7
8.9615929,16.34,-55.48
8.9618573,16.57,-55.39
8.9635787,15.88,-55.97
8.9653685,18.11,-55.31
8.9779496,16.8,-55.75
8.9783937,16.05,-54.47
8.9834378,16.34,-55.48
8.9986353,15.61,-54.78
8.9992308,16.27,-54.43
8.9996771,16.57,-53.86
9.014007,16.23,-51.26
9.0279449,12.17,-51
9.0283742,18.77,-52.58
9.0287952,10.01,-50.91
9.029161,10.42,-52.54
9.0333414,16.27,-51.53
9.0337343,15.67,-51.44
9.0347184,17.87,-51.48
9.0400739,16.45,-50.65
9.0470599,16.5,-50.16
9.0653621,15.39,-50.74
9.0657821,19.35,-50.6
9.0660663,16.78,-50.3
9.0663459,17.87,-49.72
9.0837807,16.3,-50.38
9.0986715,16.14,-49.99
9.0991059,19.32,-49.68
9.0994552,16.3,-50.08
9.0997281,15.59,-50.3
9.0999915,18.45,-49.2
9.1024507,17.5,-49.68
9.105833,18.25,-50.34
9.120734,17.92,-49.9
9.1211364,16.34,-50.08
9.1214369,19.42,-49.55
9.1304545,16.85,-49.9
9.1308352,19.97,-50.74
9.1533646,18.11,-50.38
9.1659384,20.11,-50.95
9.1663678,10.97,-48.23
9.1666602,19.71,-50.56
9.1669894,19.07,-50.91
9.1672568,11.14,-50.74
9.1675287,20.32,-51.7
9.1719888,20.81,-51.44
9.1790258,21.85,-51.35
9.1860487,21.34,-51.53
9.1866595,17.79,-50.95
9.1999139,19.26,-51.83
9.2002931,17.27,-51.7
9.200581,19.77,-52.19
9.2231265,17.73,-52.32
9.2379861,17.52,-52.05
9.2383234,16.66,-51.92
9.2385928,19.39,-52.36
9.2389472,18.83,-52.8
9.2392098,20.11,-52.49
9.2412629,18.45,-53.15
9.2415545,17.58,-52.67
9.2581331,21,-52.71
9.2585233,21.49,-53.42
9.2588154,21.15,-52.98
9.269403,18.34,-53.55
9.2697763,18,-53.72
9.2926112,21.89,-53.15
9.3049545,22.14,-53.77
9.3053809,18.92,-53.55
9.3056782,11.55,-51.83
9.3059685,11.68,-51.92
9.3063169,19.94,-53.59
9.3065888,16.92,-53.02
9.3107516,18.51,-53.86
9.3110591,21.61,-54.12
9.3180507,18.71,-53.15
9.3245199,21.49,-53.02
9.3410233,19.23,-54.08
9.3413969,19.87,-53.86
9.3416654,19.64,-54.16
9.3419315,20.89,-53.15
9.3618049,20.96,-53.94
9.3778379,19.26,-53.99
9.3782575,17.95,-53.28
9.3785464,18.08,-53.28
9.3788835,19.04,-53.42
9.3791583,18.71,-54.25
9.3794244,17.87,-53.72
9.3800958,18.14,-53.2
9.3971462,20.89,-53.55
9.3975621,20.14,-53.15
9.3978598,20.85,-52.98
9.4083385,18.92,-53.94
9.4087837,22.51,-53.46
9.4314622,19.2,-53.99
9.4451485,22.39,-51.88
9.4456214,21.45,-53.33
9.4459453,19.94,-54.3
9.4462314,11.49,-52.01
9.4465742,22.9,-53.37
9.4499774,23.54,-53.06
9.4503927,19.1,-54.65
9.450696,22.14,-53.5
9.4679702,19.26,-53.15
9.4684285,24.87,-53.94
9.4687675,23.64,-53.46
9.4704173,24.02,-53.37
9.4881522,25.03,-53.55
9.4887413,22.86,-54.21
9.4891729,22.14,-54.78
9.5078813,18.83,-54.74
