Tiempo_s,Distancia_cm,Angulo_deg
14.2158099,19.97,-52.36
14.216255,19.39,-51.83
14.2165487,20.32,-51.7
14.2206663,20.49,-52.41
14.2209928,18.92,-52.45
14.2277149,21.73,-52.23
14.2352366,21.26,-51.79
14.2358912,21.07,-52.36
14.2487465,18.06,-53.59
14.2491331,19.48,-52.14
14.2642137,20.49,-52.23
14.2811331,18.77,-52.45
14.281522,20.56,-52.19
14.2818559,18.77,-51.44
14.2821321,17.05,-51.75
14.2823994,18.77,-51.7
14.2829931,20.21,-51.97
14.2854333,24.12,-52.14
14.3001552,12.33,-50.38
14.3006274,10.77,-51.75
14.3009714,17.84,-52.41
14.3111771,21.07,-52.14
14.311599,24.51,-52.98
14.3342325,20.18,-52.67
14.3480365,20.89,-52.36
14.3485007,21.38,-52.67
14.3489162,19.48,-52.05
14.3493113,20.63,-53.15
14.3496181,22.86,-52.67
14.3499163,24.31,-52.71
14.362454,22.43,-51.75
14.3629015,22.14,-52.27
14.3632625,19.67,-53.15
14.3671078,20.89,-52.58
14.37354,22.3,-53.24
14.380399,20.71,-53.9
14.3807553,22.51,-52.67
14.4037054,19.77,-53.15
14.4202398,20.35,-53.02
14.4208016,20.35,-53.11
14.4212403,22.73,-53.15
14.4217677,20.28,-53.02
14.4222074,18.45,-53.37
14.4226427,25.74,-51.13
14.423084,20.14,-51.13
14.4254921,24.46,-53.77
14.4410552,19.71,-52.89
14.4418136,12.46,-53.77
14.4422558,21.69,-53.15
14.4499634,20.63,-52.98
14.4503443,21.19,-53.55
14.456864,22.95,-53.86
14.4721189,21.57,-53.59
14.4850612,23.49,-54.82
14.4855184,23.22,-53.28
14.4859059,21.69,-53.72
14.4917825,26.19,-54.3
14.492243,25.14,-54.6
14.4925386,21.49,-54.87
14.4985012,21.42,-54.95
14.5043144,22.3,-55.26
14.5195161,21.73,-55.53
14.5200803,23.26,-55.26
14.5203547,21.61,-55.66
14.5342779,20.89,-56.49
14.5488912,26.08,-57.06
14.5492474,22.14,-56.27
14.5496275,20.71,-57.28
14.5499404,22.3,-57.59
14.5502113,20.96,-57.81
14.5540142,24.77,-58.21
14.5553326,24.31,-57.5
14.5700187,14.34,-56.89
14.5705339,11.9,-56.58
14.5821045,24.17,-58.08
14.5824951,12.22,-58.34
14.5827854,20.21,-58.08
14.6061638,21.53,-58.6
14.6189883,23.13,-58.12
14.6194659,20.85,-58.82
14.6198025,20.04,-58.69
14.6200746,21.38,-59.22
14.620405,19.94,-58.56
14.6206707,22.05,-58.3
14.6234761,19.94,-58.34
14.6253191,18.83,-57.81
14.6303369,23.08,-58.21
14.6382418,21.34,-58.03
14.6513909,23.54,-58.08
14.6517796,19.94,-58.08
14.6520682,19.64,-57.55
14.6666147,19.97,-58.08
14.6669902,21.15,-57.9
14.6672843,19.17,-57.77
14.6741739,19.77,-57.42
14.6904027,22.09,-57.77
14.6907905,19.07,-57.42
14.6910741,19.81,-57.37
14.6986142,22.95,-57.77
14.6992069,23.49,-57.81
14.7092594,23.54,-57.33
14.7098343,11.57,-55.66
14.7251687,19.61,-56.85
14.7256658,21.49,-57.59
14.7259422,21.69,-57.28
14.726212,18.83,-57.06
14.7411718,21,-56.89
14.7538556,19.17,-56.27
14.7542929,22.01,-56.85
14.7546922,22.6,-57.06
14.755081,17.32,-56.36
14.7625215,18.95,-56.36
14.763311,18.45,-56.54
14.7693015,20.78,-56.89
14.7747115,19.77,-56.36
14.790714,22.47,-55.79
14.7914575,19.29,-56.23
14.7917549,23.4,-55.88
14.7920465,20.32,-55.48
14.8046086,20.21,-55.97
14.8200793,22.09,-55.53
14.8207245,19.29,-55.35
14.8211507,19.26,-55.66
14.821541,19.84,-55.92
14.8219336,21.77,-55.53
14.8352169,19.77,-55.22
14.8358104,22.01,-54.52
14.8361954,18.77,-53.86
14.8528971,22.51,-55.35
14.853281,11.56,-53.24
14.8535548,12.46,-54.87
14.8695289,21.53,-55.35
14.8829562,19.61,-54.95
14.8833627,19.77,-55
14.8837254,19.64,-55
14.8840209,17.73,-55.39
14.887576,18.39,-55.13
14.8879246,17.68,-55.66
14.8946534,17.79,-54.95
14.9013514,20.71,-55.17
14.9018656,18.39,-54.47
14.9206932,18.39,-55
14.9211903,18.77,-55.97
14.9215225,19.77,-55.57
14.9218094,20.49,-54.69
14.938227,17.37,-54.82
14.9526119,19.77,-54.82
14.9530103,19.39,-54.69
14.9545995,21.26,-54.69
14.9550091,18,-55.39
14.955524,18.77,-55.26
14.9588461,16.43,-55.57
14.9708042,17.79,-54.95
14.971176,16.34,-55.04
14.971458,18.28,-54.74
14.9915321,19.97,-52.49
14.991826,17.79,-54.56
14.9921049,19.58,-54.56
14.9923844,10.92,-54.43
